Date,AMZN,FSKAX,FTIHX,FXAIX,GOOG,META,NVDA,QQQ,VGT,VTI
2023-04-11,99.91999816894531,110.45330810546875,11.918961524963379,138.21922302246094,105.4929428100586,212.68321228027344,27.14948081970215,311.4777526855469,371.54083251953125,197.52549743652344
2023-04-12,97.83000183105469,109.947265625,11.956799507141113,137.6474151611328,104.59825134277344,212.83238220214844,26.475963592529297,308.7262268066406,369.3125915527344,196.69224548339844
2023-04-13,102.4000015258789,111.39727783203125,12.10815143585205,139.49859619140625,107.55070495605469,219.1477508544922,26.443988800048828,314.7717590332031,376.46063232421875,199.25009155273438
2023-04-14,102.51000213623047,111.09405517578125,12.070313453674316,139.20787048339844,108.81319427490234,220.28152465820312,26.7387752532959,314.1799621582031,375.02117919921875,198.69781494140625
2023-04-17,102.73999786376953,111.56204223632812,12.060853958129883,139.6730499267578,105.7911605834961,217.66587829589844,26.982603073120117,314.44622802734375,376.38177490234375,199.49232482910156
2023-04-18,102.30000305175781,111.63029479980469,12.10815143585205,139.78933715820312,104.49884033203125,216.701171875,27.647123336791992,314.4659729003906,377.44659423828125,199.58917236328125
2023-04-19,104.30000305175781,111.64005279541016,12.0419340133667,139.77969360351562,104.3994369506836,214.5231170654297,27.910934448242188,314.3180236816406,376.6578063964844,199.68606567382812
2023-04-20,103.80999755859375,110.96727752685547,12.032475471496582,138.95587158203125,105.27423095703125,211.90748596191406,27.08452796936035,311.9215393066406,373.9563903808594,198.44589233398438
2023-04-21,106.95999908447266,111.06480407714844,12.032475471496582,139.091552734375,105.2841796875,211.7284393310547,27.099515914916992,312.2469177246094,372.85211181640625,198.6202850341797
2023-04-24,106.20999908447266,111.09405517578125,12.0419340133667,139.20787048339844,106.14903259277344,211.6289825439453,27.022573471069336,311.5960998535156,371.23516845703125,198.69781494140625
2023-04-25,102.56999969482422,109.2024917602539,11.871664047241211,137.0077362060547,103.99185180664062,206.41758728027344,26.222148895263672,305.71820068359375,363.21954345703125,195.38424682617188
2023-04-26,104.9800033569336,108.76374053955078,11.900042533874512,136.48435974121094,103.83280181884766,208.25747680664062,26.93663215637207,307.57232666015625,368.0505676269531,194.5025634765625
2023-04-27,109.81999969482422,110.8015365600586,12.004096031188965,139.15939331054688,107.7296371459961,237.2583770751953,27.206438064575195,315.93548583984375,375.02117919921875,198.15525817871094
2023-04-28,105.44999694824219,111.72779846191406,12.032475471496582,140.3224639892578,107.58052825927734,239.0087890625,27.72906494140625,318.114990234375,378.9550476074219,199.87986755371094
2023-05-01,102.05000305175781,111.69855499267578,12.004096031188965,140.26426696777344,107.07353210449219,241.85317993164062,28.88922882080078,317.7500915527344,379.3494567871094,199.782958984375
2023-05-02,103.62999725341797,110.30426788330078,11.900042533874512,138.6457061767578,105.35376739501953,237.93467712402344,28.189733505249023,314.97882080078125,375.10003662109375,197.34136962890625
2023-05-03,103.6500015258789,109.65100860595703,11.937880516052246,137.67649841308594,105.4929428100586,235.7367401123047,27.78202247619629,312.9175720214844,372.4478759765625,196.1884307861328
2023-05-04,104.0,108.82223510742188,11.937880516052246,136.69757080078125,104.58831024169922,232.2458953857422,27.54219627380371,311.8130798339844,370.93939208984375,194.7253875732422
2023-05-05,105.66000366210938,110.88928985595703,12.089231491088867,139.22723388671875,105.58736419677734,231.50991821289062,28.65939712524414,318.44049072265625,380.7494201660156,198.31993103027344
2023-05-08,105.83000183105469,110.96727752685547,12.10815143585205,139.29507446289062,107.60041046142578,231.9972686767578,29.130054473876953,319.22943115234375,381.1537170410156,198.53309631347656
2023-05-09,106.62000274658203,110.50902557373047,12.060853958129883,138.6650848388672,107.30217742919922,232.0966796875,28.550472259521484,317.20770263671875,378.3832092285156,197.71925354003906
2023-05-10,110.19000244140625,111.01603698730469,12.051393508911133,139.29507446289062,111.61653900146484,231.8082733154297,28.86425018310547,320.659423828125,382.50445556640625,198.5912322998047
2023-05-11,112.18000030517578,110.76252746582031,11.994637489318848,139.0818634033203,116.20924377441406,234.50347900390625,28.557466506958008,321.7048645019531,380.8874816894531,198.32962036132812
2023-05-12,110.26000213623047,110.57727813720703,11.94734001159668,138.897705078125,117.22319793701172,232.5343017578125,28.319639205932617,320.55096435546875,380.1282958984375,197.8645782470703
2023-05-15,111.19999694824219,111.07453918457031,12.051393508911133,139.32415771484375,116.26888275146484,237.55674743652344,28.932201385498047,322.28668212890625,383.3326110839844,198.70751953125
2023-05-16,113.4000015258789,110.21651458740234,11.97571849822998,138.44215393066406,119.38037872314453,237.5169677734375,29.1920108795166,322.6515808105469,383.0762634277344,197.1669921875
2023-05-17,115.5,111.66929626464844,12.013556480407715,140.11891174316406,120.76217651367188,241.16697692871094,30.156320571899414,326.5570068359375,388.68621826171875,199.72482299804688
2023-05-18,118.1500015258789,112.75157928466797,11.96625804901123,141.4661102294922,122.79010772705078,245.50315856933594,31.655241012573242,332.6222229003906,396.3174133300781,201.7110137939453
2023-05-19,116.25,112.49807739257812,12.023015975952148,141.26255798339844,122.52171325683594,244.29974365234375,31.241539001464844,331.87274169921875,395.59765625,201.2266082763672
2023-05-22,115.01000213623047,112.71257781982422,12.0419340133667,141.3013458251953,125.12623596191406,246.96514892578125,31.153602600097656,332.9872131347656,396.6132507324219,201.57537841796875
2023-05-23,114.98999786376953,111.4937973022461,11.928420066833496,139.7215576171875,122.56147766113281,245.3937530517578,30.665950775146484,328.76611328125,390.56939697265625,199.44383239746094
2023-05-24,116.75,110.6455307006836,11.767609596252441,138.70387268066406,120.92123413085938,247.8502960205078,30.516061782836914,327.0797424316406,388.15386962890625,197.90333557128906
2023-05-25,115.0,111.39629364013672,11.71085262298584,139.91539001464844,123.61520385742188,251.31129455566406,37.95270919799805,335.03851318359375,401.97674560546875,199.25009155273438
2023-05-26,120.11000061035156,112.87832641601562,11.833826065063477,141.7568817138672,124.68883514404297,260.6102600097656,38.91801834106445,343.5988464355469,412.6445007324219,201.875732421875
2023-05-30,121.66000366210938,112.89783477783203,11.73923110961914,141.76658630371094,123.90350341796875,261.0876770019531,40.082183837890625,345.1571350097656,414.80377197265625,201.94354248046875
2023-05-31,120.58000183105469,112.21531677246094,11.616257667541504,140.9330596923828,122.6410140991211,263.27569580078125,37.806819915771484,343.194580078125,411.01776123046875,200.73245239257812
2023-06-01,122.7699966430664,113.34634399414062,11.786528587341309,142.34811401367188,123.63508605957031,271.1225891113281,39.741424560546875,347.1591491699219,415.25726318359375,202.73800659179688
2023-06-02,124.25,115.24763488769531,11.937880516052246,144.42221069335938,124.49000549316406,271.1225891113281,39.29874801635742,349.7628173828125,418.1362609863281,206.09036254882812
2023-06-05,125.30000305175781,114.92588806152344,11.928420066833496,144.1314697265625,125.88172912597656,269.9092712402344,39.142860412597656,350.0093078613281,415.8981018066406,205.5477752685547
2023-06-06,126.61000061035156,115.47188568115234,12.004096031188965,144.4803924560547,127.1541748046875,269.6407165527344,38.62622833251953,349.9501647949219,416.5882873535156,206.4875946044922
